MS SubClass,MS Zoning,Lot Frontage,Lot Area,Lot Shape,Land Contour,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,Gr Liv Area,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Sale Type,Sale Condition,SalePrice,SalePrice_log,HasPool,HasScreenPorch,Has3SsnPorch,HasEncloseddPorch,HasOpendPorch,HasOpenPorch,HasWoodDeck,HasGarage,HasMasonry,HasBsmt,Total Baths AbvGr,Total Baths Bsmt,Gr Liv Area 2,Gr Liv Area 3
20,RL,4.74493212836325,9.245514446983837,IR1,Lvl,SawyerW,Feedr,1Fam,1Story,7,5,1990,1991,Hip,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,6.6052979209482015,Unf,6.814542897259958,GasA,Gd,Y,SBrkr,7.274479558773871,3,1,Gd,6,Typ,1,TA,Attchd,1990.0,Fin,2.0,6.579251212010101,TA,TA,Y,0.0,WD ,Normal,179900,12.100156419938624,0,0,0,0,1,1,0,1,0,1,2.0,1.0,52.91805285101889,384.9512937548523
120,RM,4.262679877041316,8.395477432732141,Reg,Lvl,CollgCr,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,5.135798437050262,Gd,TA,PConc,Gd,TA,Av,GLQ,6.496774990185863,Unf,6.744059186311348,GasA,Ex,Y,SBrkr,6.744059186311348,1,1,Gd,3,Typ,0,NoFireplace,Attchd,2004.0,RFn,2.0,6.042632833682381,TA,TA,Y,5.081404364984463,WD ,Normal,143000,11.870599909242044,0,0,0,0,0,0,1,1,1,1,1.0,1.0,45.48233430847048,306.7355545079241
70,RM,4.110873864173311,8.188966863648876,Reg,Lvl,OldTown,Norm,1Fam,2Story,5,7,1930,2005,Gambrel,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,Fa,No,Rec,5.75890177387728,Unf,6.533788837933344,GasA,Gd,Y,SBrkr,7.214504414151143,3,1,Gd,6,Typ,1,Gd,Detchd,2004.0,Unf,1.0,5.820082930352362,TA,TA,Y,0.0,WD ,Partial,124500,11.7320609948869,0,0,0,0,1,1,0,1,0,1,1.5,0.0,52.049073941806334,375.50827370564105
60,RM,4.110873864173311,9.188197007290492,Reg,Lvl,IDOTRR,Norm,1Fam,2Story,7,9,1950,2005,Gable,VinylSd,VinylSd,None,0.0,TA,Ex,CBlock,TA,TA,No,LwQ,5.872117789475416,Rec,6.884486652042782,GasA,Ex,Y,SBrkr,7.577121930876679,4,1,Gd,8,Typ,2,TA,Detchd,1950.0,Fin,1.0,5.703782474656201,TA,TA,Y,5.655991810819852,WD ,Normal,212300,12.265755647691348,0,1,0,0,0,0,1,1,0,1,1.5,0.0,57.41277675537233,435.0236098656585
20,RL,4.23410650459726,9.08421009483197,Reg,Lvl,CollgCr,Norm,1Fam,1Story,7,5,2006,2006,Gable,VinylSd,VinylSd,Stone,5.198497031265826,Gd,TA,PConc,Gd,TA,No,GLQ,7.19668657083435,Unf,7.380879035564116,GasA,Ex,Y,SBrkr,7.380879035564116,3,1,Gd,8,Typ,1,Gd,Attchd,2006.0,RFn,2.0,6.493753839851687,TA,TA,Y,4.820281565605037,WD ,Abnorml,220000,12.301382825334498,0,0,0,0,1,1,1,1,1,1,2.5,1.0,54.47737533762988,402.09091754207
90,RL,4.31748811353631,9.454148923733976,IR1,Lvl,Mitchel,Norm,Duplex,1Story,6,5,1976,1976,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,7.580189417944541,GasA,TA,Y,SBrkr,7.6251071482389,5,2,TA,9,Typ,0,NoFireplace,2Types,1976.0,Unf,2.0,6.655440350367647,TA,TA,Y,0.0,ConLD,Normal,170000,12.0435537160324,0,0,0,0,0,0,0,1,0,0,3.0,0.0,58.14225902212397,443.3409548843552
60,RL,4.31748811353631,9.172430798902962,Reg,Lvl,Mitchel,Norm,1Fam,2Story,7,5,1993,1994,Gable,HdBoard,HdBoard,BrkFace,4.553876891600541,TA,TA,PConc,Gd,TA,Av,LwQ,6.6320017773956295,Unf,6.904750769961838,GasA,Ex,Y,SBrkr,7.601402334583733,3,1,TA,9,Typ,1,TA,Attchd,1993.0,Fin,3.0,6.478509642208569,TA,TA,Y,5.25227342804663,WD ,Normal,188000,12.144197241812089,0,0,0,0,1,1,1,1,1,1,2.5,0.0,57.781317452215035,439.2190413765912
50,RL,4.174387269895637,9.476849879195164,Reg,Bnk,BrkSide,Norm,1Fam,1.5Fin,6,7,1923,2000,Gambrel,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,6.726233402358747,GasA,Gd,Y,SBrkr,7.522400231387125,4,1,Gd,8,Typ,1,Gd,Detchd,1923.0,Unf,2.0,5.916202062607435,TA,TA,N,0.0,WD ,Normal,207000,12.240474072247506,0,1,0,0,0,0,0,1,0,0,1.5,0.0,56.58650524117307,425.66634011958905
20,RL,4.31748811353631,9.4929596500855,IR1,Lvl,Mitchel,Norm,1Fam,1Story,8,5,2002,2002,Hip,CemntBd,CmentBd,BrkFace,5.003946305945459,Gd,TA,PConc,Gd,TA,No,GLQ,7.105786129481271,Unf,7.358193752733032,GasA,Ex,Y,SBrkr,7.432483807917119,3,1,Gd,7,Typ,2,Gd,Attchd,2002.0,RFn,3.0,6.754604099487962,TA,TA,Y,5.017279836814924,WD ,Normal,271000,12.509874099861838,0,0,0,0,1,1,1,1,1,1,2.0,1.0,55.241815554950165,410.5838996321111
50,RL,4.189654742026425,8.962519832949532,Reg,Lvl,SWISU,Norm,1Fam,1.5Fin,4,3,1928,1928,Gable,WdShing,Plywood,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,6.434546518787453,Unf,7.023758954738443,GasA,TA,Y,SBrkr,7.591861714889934,4,1,Gd,7,Min2,2,TA,Detchd,1981.0,Unf,2.0,6.3578422665081,TA,TA,Y,6.068425588244111,WD ,Normal,135000,11.813030057420567,0,0,0,0,1,1,1,1,0,1,2.0,1.0,57.63636429801152,437.5673074995227
20,RL,4.454347296253507,9.584452402426324,Reg,Lvl,Timber,Norm,1Fam,1Story,8,5,2002,2003,Hip,VinylSd,VinylSd,BrkFace,5.468060141135132,Gd,TA,PConc,Gd,TA,Av,GLQ,7.170888478512505,Unf,7.388327859577107,GasA,Ex,Y,SBrkr,7.396335293800808,3,1,Gd,9,Typ,1,Gd,Attchd,2002.0,Fin,3.0,6.695798917058491,TA,TA,Y,0.0,WD ,Normal,270000,12.506177237980513,0,0,0,0,1,1,0,1,1,1,2.0,1.0,54.705775778323485,404.6222601639674
60,RL,4.382026634673881,9.457122321855792,IR1,HLS,ClearCr,Feedr,1Fam,2Story,6,5,1997,1997,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,6.137727054086234,Unf,6.424869023905388,GasA,Gd,Y,SBrkr,7.4318919168078,4,1,Gd,8,Typ,0,NoFireplace,Attchd,1997.0,RFn,2.0,6.403574197934815,TA,TA,Y,6.001414877961151,WD ,Normal,200000,12.206072645530174,0,0,0,1,1,1,1,1,0,1,2.5,1.0,55.233017463113114,410.4858160250144
70,RM,4.51085950651685,9.200391041122517,Reg,Lvl,OldTown,Norm,1Fam,2Story,5,8,1910,2002,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0.0,Unf,6.22455842927536,GasA,Ex,Y,SBrkr,7.289610521451167,3,1,TA,7,Typ,0,NoFireplace,NoGrg,0.0,NoGrg,0.0,0.0,NoGrg,NoGrg,N,0.0,WD ,Normal,129000,11.76756768334381,0,0,0,1,0,0,0,0,0,0,2.0,0.0,53.13842155445156,387.35839685663757
50,RL,4.23410650459726,9.263407092912876,IR1,Lvl,Mitchel,Norm,1Fam,1.5Fin,5,5,1969,1969,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,6.1675164908883415,Unf,6.762729506931879,GasA,TA,Y,SBrkr,7.299797366758161,5,1,TA,8,Typ,0,NoFireplace,Attchd,1969.0,Fin,1.0,5.62040086571715,TA,TA,Y,5.662960480135946,WD ,Normal,161000,11.9891596439666,0,0,0,1,0,0,1,1,0,1,2.0,0.0,53.28704159572938,388.9846059228379
60,RL,5.010635294096256,9.440658127038391,IR2,Lvl,Gilbert,Norm,1Fam,2Story,6,5,2005,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,6.610696044717759,GasA,Ex,Y,SBrkr,7.3031700512368,3,1,Gd,8,Typ,1,Gd,Attchd,2005.0,Fin,2.0,5.968707559985366,TA,TA,Y,3.610917912644224,WD ,Normal,174000,12.066810578196666,0,0,0,0,1,1,1,1,0,0,2.5,0.0,53.33629279728213,389.5240162011079
20,RL,4.394449154672439,9.289705927356923,IR1,Lvl,NWAmes,Norm,1Fam,1Story,7,7,1983,1983,Gable,WdShing,Plywood,BrkFace,5.1647859739235145,Gd,TA,CBlock,Gd,TA,Mn,GLQ,6.617402977974478,Unf,7.139660335964919,GasA,TA,Y,SBrkr,7.139660335964919,3,1,TA,6,Typ,0,NoFireplace,Attchd,1983.0,Unf,2.0,6.395261598115449,TA,TA,Y,5.030437921392435,WD ,Normal,181900,12.111212364506214,0,0,0,0,0,0,1,1,1,1,2.0,1.0,50.974749712950704,363.9423986612933
60,RL,4.189654742026425,9.283869605264298,IR1,Lvl,Gilbert,Norm,1Fam,2Story,7,5,1999,1999,Gable,VinylSd,VinylSd,None,5.84354441703136,Gd,TA,PConc,Gd,TA,No,GLQ,6.543911845564792,Unf,6.88653164253051,GasA,Ex,Y,SBrkr,7.592870287844818,3,1,Gd,9,Typ,1,TA,Attchd,1999.0,Fin,2.0,6.19644412779452,TA,TA,Y,0.0,WD ,Normal,225000,12.323855681186558,0,0,0,0,0,0,0,1,1,1,2.5,0.0,57.65167920803665,437.74172210306233
20,RL,4.262679877041316,9.379154445411636,Reg,Lvl,CollgCr,Norm,1Fam,1Story,8,5,2001,2001,Hip,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,7.469654172932128,GasA,Ex,Y,SBrkr,7.489412083508719,3,1,Ex,7,Typ,1,TA,Attchd,2001.0,RFn,2.0,6.259581464064923,TA,TA,Y,5.313205979041787,WD ,Normal,236500,12.373703486914124,0,0,0,0,1,1,1,1,0,0,2.0,0.0,56.09129335660641,420.09081024460033
160,FV,3.218875824868201,7.732369222284388,Reg,Lvl,Somerst,Norm,Twnhs,2Story,6,5,1999,1999,Gable,MetalSd,MetalSd,BrkFace,5.83773044716594,TA,TA,PConc,Gd,TA,No,GLQ,6.338594078203183,Unf,6.61338421837956,GasA,Gd,Y,SBrkr,7.31455283232408,3,1,TA,6,Typ,1,TA,Detchd,1999.0,Unf,2.0,6.089044875446846,TA,TA,Y,0.0,WD ,Normal,176500,12.081076155355488,0,0,0,0,0,0,0,1,1,1,2.5,1.0,53.50268313686022,391.3482024756587
20,RL,4.3694478524670215,8.962007209588313,Reg,Bnk,Edwards,Norm,1Fam,2Story,5,8,1948,2002,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,Gd,No,GLQ,6.403574197934815,Unf,6.799055862058796,GasA,Ex,Y,SBrkr,7.605392364814934,3,1,Ex,8,Typ,0,NoFireplace,Attchd,1948.0,Unf,1.0,5.442417710521793,TA,TA,Y,4.6443908991413725,WD ,Normal,225000,12.323855681186558,0,0,0,0,0,0,1,1,0,1,3.0,1.0,57.841993022785296,439.91105210116996
50,RM,3.970291913552122,8.738895704934043,Reg,Lvl,BrkSide,Norm,1Fam,1.5Fin,5,7,1930,1992,Gable,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,6.983789965258135,GasA,TA,Y,SBrkr,7.361375428977347,3,1,TA,8,Typ,1,Gd,Detchd,1930.0,Unf,2.0,5.8888779583328805,TA,TA,P,0.0,WD ,Normal,162900,12.000891794590135,0,0,0,0,0,0,0,1,0,0,2.0,0.0,54.189848206351414,398.9118170862475
70,RM,4.110873864173311,9.236690147298964,Reg,Lvl,IDOTRR,Norm,1Fam,2Story,6,6,1952,1952,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,5.921578419643816,Unf,6.645090969505644,GasA,TA,Y,FuseA,7.337587743538596,4,1,TA,7,Typ,0,NoFireplace,Detchd,1952.0,Unf,1.0,5.733341276897746,TA,TA,Y,0.0,COD,Abnorml,136000,11.820410164718188,0,0,0,1,1,1,0,1,0,1,1.5,0.0,53.84019389412783,395.0571468272939
20,RH,4.110873864173311,8.962007209588313,Reg,Lvl,SawyerW,Norm,1Fam,1Story,5,5,1965,1965,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,6.464588303689961,Unf,6.720220155135295,GasA,Gd,Y,SBrkr,6.873163834212518,3,1,TA,6,Typ,0,NoFireplace,Detchd,1979.0,Unf,1.0,5.707110264748875,TA,TA,Y,6.045005314036012,WD ,Abnorml,119900,11.694413341015606,0,0,0,0,0,0,1,1,0,1,1.0,1.0,47.24038109192691,324.6908788354489
60,RL,4.07753744390572,9.747126097411703,IR1,Lvl,Gilbert,Norm,1Fam,2Story,7,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,Av,GLQ,6.318968113746434,Unf,6.484635235635252,GasA,Ex,Y,SBrkr,7.311218384419629,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,2.0,6.056784013228625,TA,TA,Y,4.61512051684126,New,Partial,179665,12.09884928474215,0,0,0,0,1,1,1,1,0,1,2.5,1.0,53.45391426467557,390.81324069108666
30,RM,3.9318256327243257,8.894121641382213,Reg,Lvl,IDOTRR,Artery,1Fam,1Story,5,6,1942,1942,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,Rec,5.723585101952381,Unf,6.884486652042782,GasA,TA,N,SBrkr,6.884486652042782,2,1,TA,5,Typ,0,NoFireplace,Detchd,1942.0,Unf,1.0,5.375278407684165,TA,TA,N,5.081404364984463,WD ,AdjLand,102000,11.532728092266408,0,0,0,0,0,0,1,1,0,1,1.0,1.0,47.39615646215524,326.298206521839
70,RL,4.382026634673881,9.352447388601012,IR1,Bnk,Crawfor,Norm,1Fam,2.5Fin,6,7,1922,1994,Gable,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Ex,TA,No,Unf,0.0,Unf,6.3784261836515865,GasA,Fa,Y,SBrkr,7.846198815497425,3,1,TA,11,Min1,1,Gd,Detchd,1993.0,Fin,2.0,6.511745329644728,TA,TA,Y,6.068425588244111,WD ,Normal,191000,12.160028707028768,0,0,0,0,0,0,1,1,0,0,2.0,0.0,61.5628358523132,483.0342497430823
20,RL,4.189654742026425,9.18512512283512,Reg,Lvl,NAmes,Norm,1Fam,1Story,6,8,1969,1969,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,6.401917196727186,LwQ,6.961296045910167,GasA,Gd,Y,SBrkr,6.961296045910167,3,1,TA,6,Typ,0,NoFireplace,Attchd,1969.0,Unf,2.0,6.133398042996649,TA,TA,Y,5.198497031265826,WD ,Normal,151000,11.925035115797062,0,1,0,0,0,0,1,1,0,1,1.5,1.0,48.459642638804524,337.3419186877297
90,RM,4.23410650459726,9.097283649683886,Reg,Lvl,Sawyer,RRAe,Duplex,1.5Fin,6,5,1978,1978,Gable,VinylSd,VinylSd,None,0.0,TA,TA,Slab,NoBsmt,NoBsmt,NoBsmt,NoBsmt,0.0,NoBsmt,0.0,GasA,TA,Y,SBrkr,7.551186867296149,4,2,TA,8,Typ,0,NoFireplace,Attchd,1978.0,Unf,2.0,6.29156913955832,TA,TA,Y,0.0,WD ,Normal,112000,11.626254150277232,0,0,0,0,0,0,0,1,0,0,2.0,0.0,57.02042310482583,430.5718701168307
30,RL,4.51085950651685,8.594339400592892,Reg,Lvl,OldTown,Artery,1Fam,1Story,2,5,1940,1940,Gable,Stucco,Stucco,None,0.0,Fa,TA,PConc,Fa,TA,No,Unf,0.0,Unf,6.0330862217988015,GasA,Gd,N,FuseA,6.396929655216146,2,1,Gd,4,Typ,0,NoFireplace,NoGrg,0.0,NoGrg,0.0,0.0,NoGrg,NoGrg,N,0.0,WD ,Normal,59000,10.985292722887856,0,0,0,0,1,1,0,0,0,0,1.0,1.0,40.920709013783764,261.76689700274403
20,RL,4.543294782270004,9.146654820290047,IR1,Lvl,CollgCr,Norm,1Fam,1Story,7,5,1999,2000,Gable,VinylSd,VinylSd,BrkFace,4.836281906951478,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,7.292337176173877,GasA,Ex,Y,SBrkr,7.299797366758161,3,1,Gd,6,Typ,0,NoFireplace,Attchd,1999.0,RFn,2.0,6.359573868672378,TA,TA,Y,4.795790545596741,WD ,Normal,191000,12.160028707028768,0,0,0,0,1,1,1,1,1,0,2.0,0.0,53.28704159572938,388.9846059228379
70,RL,4.007333185232471,8.934455109403913,Reg,Lvl,Crawfor,Norm,1Fam,2Story,7,6,1920,1920,Gable,Stucco,Stucco,None,0.0,TA,TA,BrkTil,Fa,TA,No,LwQ,5.8664680569332965,Unf,6.677083461247136,GasA,Gd,Y,SBrkr,7.497207223203318,4,1,TA,9,Typ,1,Gd,Detchd,1920.0,Unf,1.0,5.37989735354046,Fa,TA,Y,0.0,WD ,Normal,200100,12.206572520571823,0,0,0,1,0,0,0,1,0,1,1.5,0.0,56.208116147652,421.4038943848276
50,RL,4.110873864173311,9.523763287920112,Reg,HLS,Crawfor,Norm,1Fam,1.5Fin,5,6,1940,1940,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,6.591673732008658,Unf,6.734591659972948,GasA,Ex,Y,SBrkr,7.357556200910353,2,1,TA,6,Min2,2,TA,Detchd,1961.0,Unf,2.0,6.089044875446846,TA,TA,Y,0.0,WD ,Normal,205000,12.230765258120543,0,0,0,1,1,1,0,1,0,1,1.5,1.0,54.133633249554386,398.2912489930657
20,RL,4.48863636973214,9.457512901089752,IR1,Lvl,CollgCr,Norm,1Fam,1Story,7,5,2002,2002,Gable,VinylSd,VinylSd,BrkFace,4.605170185988092,Gd,TA,PConc,Gd,TA,Mn,GLQ,6.827629234502852,Unf,7.309881485824786,GasA,Ex,Y,SBrkr,7.309881485824786,3,1,Gd,6,Typ,1,TA,Attchd,2002.0,RFn,2.0,6.274762021241939,TA,TA,Y,5.262690188904886,WD ,Normal,221000,12.30591798049989,0,0,0,0,1,1,1,1,1,1,2.0,1.0,53.43436733680397,390.598892502064
160,RM,3.218875824868201,7.678326356506885,Reg,Lvl,BrDale,Norm,TwnhsE,2Story,5,6,1973,1973,Gable,HdBoard,HdBoard,BrkFace,5.303304908059076,TA,TA,CBlock,TA,TA,No,LwQ,5.998936561946683,Unf,6.641182169740591,GasA,Gd,Y,SBrkr,7.219642040130735,3,1,Gd,7,Min1,1,Fa,Attchd,1973.0,Unf,2.0,6.089044875446846,TA,TA,Y,0.0,WD ,Normal,125500,11.740061037553977,0,0,0,0,1,1,0,1,1,1,1.5,0.0,52.12323118762308,376.311071149617
70,RM,3.9318256327243257,9.11173476822206,Reg,Lvl,IDOTRR,Norm,1Fam,2Story,5,6,1923,1999,Gable,Wd Sdng,Plywood,None,0.0,TA,TA,BrkTil,Gd,TA,No,ALQ,6.3080984415095305,Unf,6.756932389247553,GasA,Ex,Y,SBrkr,7.511524648390866,3,1,Gd,6,Typ,0,NoFireplace,Detchd,0.0,NoGrg,0.0,0.0,NoGrg,NoGrg,Y,5.1647859739235145,WD ,Alloca,150909,11.924432285124537,0,0,0,1,0,0,1,0,0,1,2.0,0.0,56.423002543383525,423.82277434084585
90,RL,3.7612001156935615,8.950532836290382,IR1,Lvl,Edwards,Norm,Duplex,1Story,4,3,1977,1977,Gable,MetalSd,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,7.273092595999522,Unf,7.273092595999522,GasA,TA,Y,SBrkr,7.273092595999522,4,2,TA,8,Typ,0,NoFireplace,NoGrg,0.0,NoGrg,0.0,0.0,NoGrg,NoGrg,N,5.7745515455444085,other,Abnorml,150000,11.918390573078392,0,0,0,0,0,0,1,0,0,1,2.0,2.0,52.897875909983064,384.7311496249993
90,RL,4.174387269895637,8.856376036730422,Reg,Bnk,SawyerW,Feedr,Duplex,SFoyer,5,5,1979,1979,Gable,Plywood,Plywood,Stone,5.62040086571715,TA,TA,CBlock,Gd,TA,Av,GLQ,6.99117688712121,Unf,6.99117688712121,GasA,TA,Y,SBrkr,7.110696122978827,2,2,TA,6,Typ,2,TA,Detchd,1979.0,Unf,2.0,6.270988431858299,TA,TA,Y,4.795790545596741,WD ,Alloca,153337,11.940393392554734,0,0,0,0,0,0,1,1,1,1,1.0,2.0,50.561999353346124,359.5310127718962
50,RL,4.0943445622221,9.709113657218,IR1,Lvl,Edwards,Norm,1Fam,1.5Fin,5,7,1955,1955,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,0.0,Unf,6.705639094860003,GasA,TA,Y,SBrkr,7.239932591320469,3,1,TA,8,Typ,0,NoFireplace,Attchd,1955.0,Unf,1.0,5.707110264748875,TA,TA,Y,4.804021044733257,WD ,Normal,135500,11.816726919301892,0,1,0,0,0,0,1,1,0,0,1.5,0.0,52.41662392686432,379.49282389509324
60,RL,4.110873864173311,9.287394001418471,Reg,Lvl,OldTown,Norm,1Fam,2Story,5,7,1939,2006,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,6.517671272912275,GasA,Ex,Y,SBrkr,7.210079628170788,4,1,Gd,7,Typ,0,NoFireplace,Detchd,1939.0,Unf,2.0,6.580639137284949,TA,TA,Y,5.236441962829949,WD ,Normal,149000,11.911701584927595,0,0,0,1,0,0,1,1,0,0,2.0,0.5,51.98524824456341,374.8177793335278
20,RL,4.394449154672439,9.132486932771318,Reg,Lvl,NAmes,Norm,1Fam,1Story,5,7,1954,2005,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,6.175867270105761,LwQ,6.963189985870238,GasA,TA,Y,SBrkr,6.963189985870238,3,1,TA,6,Typ,0,NoFireplace,Attchd,1954.0,Unf,1.0,5.564520407322694,TA,TA,Y,5.968707559985366,WD ,Normal,139400,11.84510277730856,0,0,0,0,0,0,1,1,0,1,1.0,0.5,48.48601477932356,337.6173325661422
60,RL,4.330733340286331,9.408617295560266,IR1,Lvl,CollgCr,Norm,1Fam,2Story,7,5,2000,2001,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,6.498282149476434,Unf,6.834108738813838,GasA,Ex,Y,SBrkr,7.508787170634276,3,1,Gd,6,Typ,0,NoFireplace,Attchd,2000.0,RFn,2.0,6.440946540632921,TA,TA,Y,5.262690188904886,WD ,Normal,235000,12.367340793126296,0,0,0,0,1,1,1,1,0,1,2.5,1.0,56.3818847738819,423.3595730463045
60,RL,4.189654742026425,9.428591977209964,IR1,Lvl,CollgCr,PosN,1Fam,2Story,6,5,1995,1995,Gable,VinylSd,VinylSd,BrkFace,4.23410650459726,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,6.661854740545311,GasA,Ex,Y,SBrkr,7.313220387090301,3,1,Gd,6,Typ,1,TA,Attchd,1995.0,RFn,2.0,6.161207321695077,TA,TA,Y,6.025865973825314,WD ,Normal,187000,12.138863895836725,0,0,0,0,1,1,1,1,1,0,2.5,0.0,53.48319243015322,391.1343732468702
20,RL,3.610917912644224,9.650142492488795,IR1,Lvl,CollgCr,Norm,1Fam,1Story,5,6,1972,1972,Gable,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,6.133398042996649,Unf,6.762729506931879,GasA,Ex,Y,SBrkr,6.762729506931879,3,1,TA,5,Typ,1,Fa,Attchd,1972.0,Unf,1.0,5.82600010738045,TA,TA,Y,0.0,WD ,Normal,133500,11.801856756822442,0,0,0,0,0,0,0,1,0,1,1.0,1.0,45.734510383927095,309.2901228584662
20,FV,4.61512051684126,9.377971213360134,IR1,Lvl,Somerst,Norm,1Fam,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,BrkFace,5.700443573390686,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,7.430114138561801,GasA,Ex,Y,SBrkr,7.430114138561801,2,1,Gd,5,Typ,1,Gd,Attchd,2006.0,Fin,3.0,6.490723534502507,TA,TA,Y,4.727387818712341,WD ,Normal,253000,12.441144767709655,0,0,0,0,1,1,1,1,1,0,2.0,0.0,55.20659611205597,410.191310314058
20,RL,4.174387269895637,8.887790764195326,Reg,Lvl,CollgCr,Norm,1Fam,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,7.147559271189454,GasA,Ex,Y,SBrkr,7.147559271189454,2,1,Gd,6,Typ,0,NoFireplace,Attchd,2005.0,RFn,2.0,6.263398262591624,TA,TA,Y,0.0,WD ,Normal,175900,12.077670930725647,0,0,0,0,1,1,0,1,0,0,2.0,0.0,51.08760353516632,365.15167429062916
20,RL,4.59511985013459,9.682466746602897,IR1,Lvl,NridgHt,Norm,1Fam,1Story,9,5,2004,2005,Hip,VinylSd,VinylSd,BrkFace,5.937536205082426,Gd,TA,PConc,Ex,TA,Gd,GLQ,7.140453043101158,Unf,7.51425465281641,GasA,Ex,Y,SBrkr,7.523481312573497,3,1,Gd,8,Typ,1,Gd,Attchd,2004.0,Fin,3.0,6.650279048587422,TA,TA,Y,6.253828811575473,WD ,Normal,326000,12.694652660348844,0,0,0,0,1,1,1,1,1,1,2.0,1.0,56.60277106064263,425.8498903146208
20,RL,3.828641396489095,9.103089181229208,IR1,Lvl,CollgCr,Norm,1Fam,1Story,5,5,1977,1977,Gable,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,6.29156913955832,Unf,6.947937068614969,GasA,TA,Y,SBrkr,6.947937068614969,3,1,TA,5,Typ,0,NoFireplace,Detchd,1977.0,Unf,2.0,6.618738983517219,TA,TA,Y,0.0,WD ,Normal,134900,11.812289042195848,0,0,0,0,0,0,0,1,0,1,1.5,0.0,48.27382950943397,335.40352949259545
20,RL,4.23410650459726,9.106977858981027,IR1,Lvl,CollgCr,Norm,1Fam,1Story,7,5,1999,1999,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,6.329720905522696,Unf,7.266827347520591,GasA,Ex,Y,SBrkr,7.266827347520591,3,1,Gd,6,Typ,0,NoFireplace,Attchd,1999.0,Fin,2.0,6.502790045915623,TA,TA,Y,0.0,WD ,Normal,192000,12.165250651009918,0,0,0,0,1,1,0,1,0,1,2.0,1.0,52.80677969867315,383.7377508488132
